,date,open,high,low,close,volume
0,1997-05-15,0.12187500298023224,0.125,0.09635400027036667,0.09791699796915054,1443120000
1,1997-05-20,0.0864579975605011,0.08749999850988388,0.08177100121974945,0.08177100121974945,109344000
2,1997-05-30,0.07500000298023224,0.07552099972963333,0.07395800203084946,0.07500000298023224,51888000
3,1997-06-04,0.07395800203084946,0.07447899878025055,0.0697920024394989,0.0708329975605011,61608000
4,1997-06-09,0.08281300216913223,0.0854170024394989,0.08281300216913223,0.08437500149011612,47040000
5,1997-06-19,0.07552099972963333,0.07656300067901611,0.07500000298023224,0.07552099972963333,20064000
6,1997-06-24,0.07525999844074249,0.07630199939012527,0.07395800203084946,0.07552099972963333,15024000
7,1997-07-09,0.11510399729013443,0.11927100270986557,0.11354199796915054,0.11614599823951721,165240000
8,1997-07-14,0.11614599823951721,0.1166670024394989,0.10572899878025055,0.10677099972963333,92088000
9,1997-07-24,0.11510399729013443,0.11562500149011612,0.11093799769878387,0.11302100121974945,24336000
10,1997-07-29,0.11822900176048279,0.125,0.1166670024394989,0.12395799905061722,96288000
11,1997-08-08,0.10833299905061722,0.11510399729013443,0.10520800203084946,0.11458300054073334,44232000
12,1997-08-13,0.11145800352096558,0.11145800352096558,0.10833299905061722,0.10989599674940109,11808000
13,1997-08-18,0.10260400176048279,0.10260400176048279,0.09843800216913223,0.1020829975605011,35688000
14,1997-08-28,0.11510399729013443,0.11979199945926666,0.11406300216913223,0.11874999850988388,22944000
15,1997-09-02,0.1171879991889,0.11874999850988388,0.1166670024394989,0.1177079975605011,14640000
16,1997-09-12,0.15937499701976776,0.18489600718021393,0.15781299769878387,0.18437500298023224,66672000
17,1997-09-17,0.17291699349880219,0.17499999701976776,0.16666699945926666,0.1703130006790161,52152000
18,1997-09-22,0.20000000298023224,0.2338539958000183,0.19739599525928497,0.22499999403953552,338760000
19,1997-10-02,0.20208300650119781,0.20885400474071503,0.19947899878025055,0.20052100718021393,37536000
20,1997-10-07,0.20416699349880219,0.20937499403953552,0.20208300650119781,0.20286500453948975,34848000
21,1997-10-17,0.1807290017604828,0.18281300365924835,0.17604200541973114,0.18125000596046448,50688000
22,1997-10-22,0.22083300352096558,0.2309899926185608,0.21875,0.2260420024394989,104160000
23,1997-10-27,0.24010400474071503,0.2505210041999817,0.2114579975605011,0.21354199945926666,121824000
24,1997-11-06,0.24583299458026886,0.24583299458026886,0.23177100718021393,0.23307299613952637,58272000
25,1997-11-11,0.21223999559879303,0.21562500298023224,0.1958329975605011,0.19739599525928497,86256000
26,1997-11-21,0.2276040017604828,0.22916699945926666,0.22447900474071503,0.22447900474071503,52056000
27,1997-11-26,0.2119790017604828,0.22057299315929413,0.2119790017604828,0.21302099525928497,32616000
28,1997-12-01,0.2119790017604828,0.21875,0.20677100121974945,0.21354199945926666,47664000
29,1997-12-11,0.21979199349880219,0.2416670024394989,0.21979199349880219,0.234375,100296000
30,1997-12-16,0.23229199647903442,0.23229199647903442,0.22291700541973114,0.22291700541973114,33744000
31,1997-12-26,0.22812500596046448,0.23229199647903442,0.22447900474071503,0.2260420024394989,9744000
32,1997-12-31,0.24375000596046448,0.2520830035209656,0.2421880066394806,0.2510420083999634,88920000
33,1998-01-05,0.24427099525928497,0.24687500298023224,0.23541699349880219,0.23749999701976776,71808000
34,1998-01-15,0.23958300054073334,0.2505210041999817,0.23958300054073334,0.24765600264072418,120288000
35,1998-01-20,0.2411459982395172,0.2505210041999817,0.24062499403953552,0.24765600264072418,109344000
36,1998-01-30,0.25,0.25312501192092896,0.24427099525928497,0.24583299458026886,74448000
37,1998-02-04,0.25312501192092896,0.2593750059604645,0.25260400772094727,0.25312501192092896,24696000
38,1998-02-09,0.24583299458026886,0.24791699647903442,0.23854200541973114,0.2427079975605011,52536000
39,1998-02-19,0.2554689943790436,0.2645829916000366,0.25416699051856995,0.26145800948143005,88728000
40,1998-02-24,0.27083298563957214,0.28385400772094727,0.2677080035209656,0.27031299471855164,278904000
41,1998-03-06,0.31510400772094727,0.3208329975605011,0.30729201436042786,0.3197920024394989,117744000
42,1998-03-11,0.3416669964790344,0.34375,0.3260419964790344,0.33177098631858826,246984000
43,1998-03-16,0.3315100073814392,0.3364579975605011,0.3291670083999634,0.3291670083999634,66240000
44,1998-03-26,0.34062498807907104,0.34895798563957214,0.33125001192092896,0.3447920083999634,157560000
45,1998-03-31,0.35572901368141174,0.3604170083999634,0.34895798563957214,0.35637998580932617,131304000
46,1998-04-15,0.4083330035209656,0.41666701436042786,0.39375001192092896,0.40052101016044617,223848000
47,1998-04-20,0.3973959982395172,0.4145829975605011,0.390625,0.3927080035209656,179592000
48,1998-04-30,0.40625,0.4083330035209656,0.3770830035209656,0.3822920024394989,449712000
49,1998-05-05,0.3916670083999634,0.3979170024394989,0.38802099227905273,0.3904950022697449,119976000
50,1998-05-15,0.3828130066394806,0.38541701436042786,0.3729169964790344,0.3734380006790161,92568000
51,1998-05-20,0.37656301259994507,0.3812499940395355,0.3677079975605011,0.36927101016044617,80976000
52,1998-06-04,0.3578130006790161,0.3661459982395172,0.34375,0.3656249940395355,99912000
53,1998-06-09,0.38697901368141174,0.43229201436042786,0.38541701436042786,0.42708298563957214,388728000
54,1998-06-19,0.5921880006790161,0.6354169845581055,0.5666670203208923,0.6317710280418396,733572000
55,1998-06-24,0.7916669845581055,0.8395829796791077,0.7427080273628235,0.8317710161209106,1174092000
56,1998-06-29,0.7895830273628235,0.8302080035209656,0.7895830273628235,0.8229169845581055,490152000
57,1998-07-09,0.921875,0.9708330035209656,0.875,0.8791670203208923,589860000
58,1998-07-14,0.9041669964790344,0.9645829796791077,0.8916670083999634,0.9583330154418945,507168000
59,1998-07-24,1.0770829916000366,1.0958329439163208,0.9750000238418579,1.0354169607162476,579480000
